
Initial pcm(0x7EC0) Step = (0) /cnt=25 / F8 FF 31 22 21 02 00 33 56 B8 00 75 87 87 77 00 77 A9 45 55 00 66 55 56 45
;ADPCM5   Step  PcmCode
   4   70      0x7ADE
   1e   70      0x5124
   13   69      0x4713
   a   69      0x628A
   3   68      0x6BB0
   14   68      0x60FD
   4   67      0x6BB0
   13   67      0x6420
   15   66      0x583D
   b   66      0x6ED7
   9   70      0x8183
   17   70      0x6BEF
   10   69      0x6A7F
   7   69      0x7E1C
   14   68      0x7257
   13   68      0x6A06
   d   80      0x8A20
   1   80      0x9552
   15   79      0x6C44
   0   79      0x6FA8
   4   78      0x8E31
   0   78      0x9146
   12   77      0x81DB
   0   77      0x84A8
   10   76      0x81DB
   10   76      0x7F4F
   3   75      0x9126
   2   75      0x9CBC
   14   74      0x87E1
   12   74      0x7D59
   4   73      0x904F
   1   73      0x960D
   11   72      0x904F
   0   72      0x920C
   0   71      0x93C9
   11   71      0x8F0A
   0   70      0x909F
   4   70      0x9D92
   10   69      0x9C22
   11   69      0x9837
   0   68      0x9985
   1   68      0x9D15
   1   67      0xA0A5
   3   67      0xA835
   11   66      0xA4F8
   14   66      0x9C20
   1   65      0x9F12
   6   65      0xAAAF
   11   64      0xA802
   14   64      0xA0B4
   12   63      0x9CA6
   0   63      0x9D63
   10   62      0x9CA6
   1   62      0x9EA8
   15   61      0x9748
   16   61      0x8F5B
   10   60      0x8EBF
   0   60      0x8F4D
   13   59      0x8B6B
   12   59      0x88E6
   16   58      0x8258
   17   58      0x7B79
   3   57      0x7EAD
   12   57      0x7C99
   1b   65      0x7305
   14   65      0x6AFB
   10   64      0x6A17
   13   64      0x646A
   5   63      0x6D57
   2   63      0x7108
   1f   79      0x5A25
   13   79      0x4266
   5   78      0x67B8
   3   78      0x7D4E
   16   77      0x5536
   13   77      0x4197
   5   76      0x606E
   2   76      0x6D2C
   12   75      0x606E
   1   75      0x6761
   10   74      0x6510
   12   74      0x5A88
   4   73      0x6D7E
   4   73      0x7EBA
   13   72      0x7153
   11   72      0x6C1B
   3   71      0x784A
   11   71      0x738B
   10   70      0x71F6
   8   70      0x8A6C
   0   69      0x8BDC
   1b   69      0x6DC8
   0   68      0x6F16
   c   68      0x8CD0
   1   67      0x9060
   15   67      0x847D
   1   66      0x87BA
   13   66      0x80DA
   12   65      0x7BF1
   e   65      0x95DA
   7   64      0xA340
   1f   64      0x8A15
   1b   72      0x7769
   7   72      0x9186
   2   71      0x9A3A
   12   71      0x9250
   10   70      0x90BB
   0   70      0x922B
   12   69      0x8AFA
   2   69      0x9183
   5   68      0x9FE5
   10   68      0x9EB5
   13   67      0x9664
   0   67      0x9778
   2   66      0x9CDF
   2   66      0xA1C8
   3   65      0xA8A8
   11   65      0xA5FB
   15   64      0x9C28
   0   64      0x9CF7
   7   63      0xA923
   0   63      0xA9E0
   15   62      0xA1C1
   15   62      0x9A61
   10   61      0x99B6
   2   61      0x9CC2
   1   60      0x9E96
   17   60      0x9644
   18   62      0x8CD6
   10   62      0x8C2B
   1   61      0x8E2D
   11   61      0x8C59
   14   60      0x86DC
   17   60      0x7E8A
   13   59      0x7AA8
   3   59      0x7E2F
   12   58      0x7BAA
   1c   58      0x7034
   17   57      0x6955
   11   57      0x6816
   18   59      0x6101
   f   59      0x70A3
   0   58      0x7124
   1f   58      0x62EF
   1f   74      0x54BA
   6   74      0x701D
   3   73      0x7EDB
   1e   73      0x4751
   11   72      0x4193
   9   72      0x62A7
   2   71      0x6B5B
   13   71      0x6047
   2   70      0x6831
   11   70      0x63E1
   13   69      0x59D0
   8   69      0x700C
   5   68      0x7E6E
   16   68      0x6EFA
   11   67      0x6B6A
   7   67      0x7BA0
   13   66      0x7410
   11   66      0x711E
   c   76      0x89B0
   10   76      0x8724
   14   75      0x7033
   0   75      0x7284
   5   74      0x8C01
   0   74      0x8E1C
   12   73      0x8394
   1   73      0x8952
   11   72      0x8394
   10   72      0x81D7
   6   71      0x9879
   2   71      0xA063
   18   73      0x857A
 
Initial pcm(0x7DC0) Step = (73) /cnt=150 / 24 16 02 30 63 C3 33 22 31 62 9C 72 62 13 11 F3 76 20 73 17 9E 52 8D 04 EF 19 2A 2E 2F 0A 4D 62 29 6F 1D 32 8A D2 41 33 8B 00 10 50 60 69 50 11 10 61 86 22 32 31 42 39 66 56 37 12 E7 C0 12 20 33 3C 00 62 14 53 33 FF 52 44 32 CD 10 40 73 52 64 05 64 97 63 92 23 00 44 38 79 39 08 01 22 06 09 15 24 04 73 18 29 89 11 EE 52 4D 05 E8 3D 00 30 14 60 33 E8 41 41 30 8C 00 20 51 40 64 21 11 35 65 92 35 10 47 2F 73 1F 4F 26 32 04 1D 0A 29 12 F3 36 38 A9 01
;ADPCM5   Step  PcmCode
  6   73      0x96A5
   1   72      0x9C63
   12   72      0x93AF
   0   71      0x956C
   0   71      0x9701
   13   70      0x8BED
   3   70      0x95FE
   6   69      0xA8B2
   13   69      0x9F8C
   13   68      0x9666
   2   68      0x9C57
   2   67      0xA248
   1   67      0xA585
   3   66      0xAD15
   12   66      0xA82C
   16   65      0x9B66
   2   65      0x9FDD
   7   64      0xAD43
   12   64      0xA935
   16   63      0x9EA8
   13   63      0x997D
   1   62      0x9BB4
   1   62      0x9DB6
   11   61      0x9BB4
   16   61      0x93C7
   17   60      0x8AA2
   0   60      0x8B30
   2   59      0x8DF6
   13   59      0x8A6F
   17   58      0x82DF
   17   58      0x7C00
   11   57      0x7AA1
   2   57      0x7CB5
   15   56      0x7821
   1d   56      0x6DE6
   18   58      0x6775
   14   58      0x6355
   0   57      0x63CA
   f   57      0x70B3
   1e   71      0x649F
   1a   71      0x4361
   2   70      0x4B4B
   e   70      0x7505
   12   69      0x6DD4
   1f   69      0x4549
   2   68      0x4BD2
   a   68      0x64CA
   0   67      0x65FA
   12   67      0x6093
   6   66      0x6EA0
   19   66      0x5BF4
   12   65      0x570B
   f   65      0x72BD
   6   64      0x7E5A
   1d   64      0x686E
   1   63      0x6ADC
   a   63      0x7A5D
   18   65      0x6DD0
   2   65      0x7247
   d   77      0x8A66
   11   77      0x81FE
   14   76      0x68C2
   3   76      0x7A99
   3   75      0x8C70
   10   75      0x8A1F
   10   74      0x87CE
   0   74      0x89E9
   11   73      0x8398
   0   73      0x8582
   5   72      0x9A92
   0   72      0x9C4F
   16   71      0x85AD
   10   71      0x8418
   5   70      0x9581
   1   70      0x99D1
   11   69      0x9581
   0   69      0x96CF
   11   68      0x92E4
   11   68      0x8F54
   6   67      0x9EC8
   2   67      0xA42F
   12   66      0x9EC8
   12   66      0x99DF
   3   65      0xA0BF
   1   65      0xA36C
   3   64      0xA9AC
   2   64      0xADBA
   14   63      0xA66C
   16   63      0x9CD3
   6   62      0xA66C
   6   62      0xAF24
   15   61      0xA7C4
   17   61      0x9E9F
   13   60      0x9A5B
   2   60      0x9D21
   1   59      0x9ECB
   10   59      0x9E4A
   1c   69      0x91AE
   12   69      0x8B25
   1   68      0x8F10
   0   68      0x9040
   12   67      0x8A4F
   13   67      0x82BF
   13   66      0x7B2F
   0   66      0x7C2A
   0   65      0x7D25
   12   65      0x78AE
   16   64      0x6D11
   14   64      0x65C3
   11   63      0x6355
   3   63      0x6880
   5   62      0x709F
   1f   62      0x5BD3
   1f   78      0x4707
   2   78      0x5672
   5   77      0x785F
   14   77      0x5F23
   14   76      0x45E7
   2   76      0x52A5
   3   75      0x647C
   10   75      0x622B
   1   74      0x691E
   10   74      0x6703
   14   73      0x540D
   3   73      0x6174
   7   72      0x7E2D
   12   72      0x7579
   15   71      0x6253
   5   71      0x73BC
   0   70      0x7551
   14   70      0x685E
   6   69      0x7B12
   7   69      0x8EAF
   19   73      0x75D6
   13   73      0x686F
   6   72      0x8154
   3   72      0x8D83
   12   71      0x84CF
   0   71      0x8664
   0   70      0x87F9
   14   70      0x7B06
   4   69      0x87F9
   8   69      0x9E35
   13   68      0x950F
   19   68      0x7E78
   3   67      0x86C9
   8   67      0x9929
   10   66      0x9815
   11   66      0x9523
   10   65      0x9428
   12   65      0x8FB1
   2   64      0x9428
   9   64      0xA395
   10   63      0xA2C6
   15   63      0x9AA7
   1   62      0x9CDE
   4   62      0xA2E7
   2   61      0xA641
   4   61      0xABBE
   0   60      0xAC5A
   18   60      0xA2EC
   11   59      0xA142
   9   59      0xAAD7
   2   58      0xAD5C
   19   58      0xA4A7
   18   60      0x9CDC
   11   60      0x9B32
   1   59      0x9CDC
   2   59      0x9F61
   15   58      0x99D5
   1d   58      0x8D75
   14   57      0x8955
   5   57      0x8DE9
   10   56      0x8D7F
   18   56      0x870E
   1e   70      0x7C11
   10   70      0x7AA1
   0   69      0x7C11
   10   69      0x7AC3
   13   68      0x719D
   14   68      0x66EA
   11   67      0x635A
   0   67      0x646E
   6   66      0x727B
   18   66      0x61C6
   1e   80      0x4546
   1   80      0x5078
   4   79      0x720F
   11   79      0x67E2
   14   78      0x4959
   0   78      0x4C6E
   3   77      0x6204
   0   77      0x64D1
   0   76      0x679E
   10   76      0x6512
   12   75      0x5854
   1   75      0x5F47
   5   74      0x78C4
   0   74      0x7ADF
   14   73      0x67E9
   1   73      0x6DA7
   2   72      0x773A
   11   72      0x7202
   1   71      0x773A
   5   71      0x88A3
   13   70      0x7D8F
   15   70      0x6DBC
   6   69      0x8070
   5   69      0x8ED2
   13   68      0x85AC
   0   68      0x86DC
   1   67      0x8A6C
   17   67      0x7A36
   4   66      0x83F0
   f   66      0xA267
   12   65      0x9D7E
   1f   65      0x81CC
   11   64      0x7F1F
   f   64      0x984A
   4   63      0x9F98
   16   63      0x95FF
   12   62      0x924E
   12   62      0x8EF4
   3   61      0x93A5
   d   61      0xA41D
   1   60      0xA5F1
   1a   60      0x9A4B
   0   59      0x9AD9
   9   59      0xA46E
   2   58      0xA6F3
   2   58      0xA93D
   1   57      0xAA9C
   16   57      0xA533
   13   56      0xA24A
   8   56      0xA8BB
   3   55      0xAB62
   19   55      0xA4D7
   1a   61      0x9D9C
   11   61      0x9BC8
   10   60      0x9B2C
 
Initial pcm(0x9C40) Step = (60) /cnt=150 / E7 92 13 51 27 9E 22 99 72 F5 19 34 46 15 14 67 10 43 16 36 32 13 22 23 27 CD 01 31 99 75 18 74 31 04 68 E3 75 85 11 22 9C 42 62 04 10 F7 95 11 61 15 CF 41 98 63 FC 1C 41 41 30 12 33 42 93 50 21 98 10 31 61 21 64 00 21 26 27 9C 17 22 61 28 71 17 38 30 25 EE 38 79 11 50 FB 5F 54 AC 34 67 55 59 F2 45 86 45 05 55 61 39 96 18 07 55 C6 33 38 3C 27 30 11 69 9C 76 CE 30 01 86 50 79 50 05 53 50 EE 71 29 02 96 FB 14 30 59 33 19 4E FB 06 07 C7 43 50 18 2B
;ADPCM5   Step  PcmCode
  12   60      0x997A
   19   64      0x8EF0
   13   64      0x8943
   1   63      0x8BB1
   1   63      0x8DE8
   15   62      0x85C9
   17   62      0x7BBA
   12   61      0x7860
   2   61      0x7B6C
   12   60      0x7860
   19   60      0x6DD6
   19   64      0x634C
   12   64      0x5F3E
   7   63      0x6B6A
   5   63      0x7389
   1f   79      0x5CA6
   14   79      0x3E1D
   3   78      0x55DC
   6   78      0x7DF4
   14   77      0x6232
   15   77      0x435B
   1   76      0x4BC3
   4   76      0x62B4
   1   75      0x6A59
   10   75      0x6808
   11   74      0x6115
   13   74      0x5257
   4   73      0x654D
   6   73      0x7E32
   11   72      0x7874
   16   72      0x61D2
   3   71      0x6E01
   3   71      0x7915
   11   70      0x7456
   2   70      0x7B87
   2   69      0x82B8
   13   69      0x7992
   12   68      0x7309
   7   68      0x84DD
   2   67      0x8ACE
   11   67      0x8791
   0   66      0x88A5
   11   66      0x85B3
   13   65      0x7ED3
   9   65      0x8FCC
   9   69      0xA0C5
   15   69      0x9263
   17   68      0x7EC6
   4   68      0x8979
   7   67      0x9B4D
   1   67      0x9E8A
   13   66      0x96FA
   14   66      0x8E22
   0   65      0x8F1D
   8   65      0x9E4D
   6   64      0xA9EA
   15   64      0xA0FD
   17   63      0x94D1
   5   63      0x9CF0
   8   65      0xA97D
   1   65      0xAC2A
   11   64      0xA97D
   12   64      0xA56F
   12   63      0xA161
   2   63      0xA512
   4   62      0xABB7
   12   62      0xA85D
   16   61      0x9FA5
   14   61      0x9A28
   0   60      0x9AC4
   0   60      0x9B52
   11   59      0x99A8
   15   59      0x941C
   19   63      0x8A87
   11   63      0x8850
   1   62      0x8A87
   11   62      0x8885
   16   61      0x7FCD
   15   61      0x7918
   11   60      0x7744
   11   60      0x759A
   14   59      0x709C
   18   59      0x6809
   19   63      0x5E74
   3   63      0x639F
   6   62      0x6D38
   1c   62      0x5C72
   1f   78      0x47A6
   1   78      0x50E6
   4   77      0x6CA8
   11   77      0x6440
   14   76      0x4B04
   10   76      0x4878
   3   75      0x5A4F
   2   75      0x65E5
   1   74      0x6CD8
   12   74      0x6250
   14   73      0x4F5A
   3   73      0x5CC1
   9   77      0x8124
   10   77      0x7E57
   15   76      0x5F80
   1   76      0x6725
   2   75      0x73E3
   0   75      0x7634
   1   74      0x7D27
   1   74      0x8378
   13   73      0x74BA
   11   73      0x6EFC
   6   72      0x87E1
   1   72      0x8D19
   12   71      0x8465
   0   71      0x85FA
   0   70      0x878F
   11   70      0x833F
   2   69      0x8A70
   6   69      0x9B70
   12   68      0x94E7
   17   68      0x8313
   2   67      0x8904
   7   67      0x993A
   1   66      0x9C77
   12   66      0x978E
   12   65      0x92A5
   11   65      0x8FF8
   6   64      0x9B95
   8   64      0xA963
   12   63      0xA555
   17   63      0x9A42
   1   62      0x9C79
   8   62      0xA7E1
   3   61      0xAC92
   10   61      0xABF6
   13   60      0xA7B2
   15   60      0xA198
   2   59      0xA45E
   8   59      0xACF1
   13   58      0xA96A
   19   58      0xA0B5
   17   57      0x99D6
   1   57      0x9B15
   11   56      0x99D6
   10   56      0x9975
   15   55      0x954A
   1f   55      0x8A9E
   15   54      0x86D5
   4   54      0x89A6
   15   53      0x8635
   1c   53      0x7F18
   1a   59      0x791F
   14   59      0x7495
   13   58      0x710E
   15   58      0x6C04
   15   57      0x66FA
   19   57      0x5F10
   5   56      0x63A4
   2   56      0x6589
   1f   72      0x59CA
   15   72      0x46A4
   4   71      0x564F
   5   71      0x67B8
   14   70      0x5979
   15   70      0x49A6
   0   69      0x4B16
   5   69      0x5978
   5   68      0x67DA
   1   68      0x6B6A
   16   67      0x5BF6
   16   67      0x4DE9
   9   71      0x6272
   8   71      0x7D5B
   11   70      0x789C
   17   70      0x6308
   10   69      0x6198
   5   69      0x6FFA
   5   68      0x7E5C
   3   68      0x86AD
   13   67      0x7E5C
   18   67      0x6BFC
   3   66      0x738C
   c   66      0x8C1E
   3   65      0x92FE
   17   65      0x8598
   12   64      0x8121
   1   64      0x838F
   1   63      0x85FD
   9   63      0x9404
   6   62      0x9D9D
   1c   62      0x8CD7
   19   66      0x8018
   6   66      0x8CDE
   7   65      0x9B9B
   0   65      0x9C7F
   13   64      0x963F
   11   64      0x93D1
   10   63      0x9302
   6   63      0x9C9B
   8   65      0xA928
   10   65      0xA844
   15   64      0x9E71
   10   64      0x9DA2
   5   63      0xA68F
   5   63      0xAEAE
   10   62      0xADF1
   13   62      0xA940
   15   61      0xA1E0
   10   61      0xA144
   5   60      0xA7F9
   1   60      0xA9A3
   17   59      0xA151
   19   59      0x97BC
   12   58      0x9537
   2   58      0x9781
   10   57      0x970C
   16   57      0x91A3
   19   61      0x89B9
   14   61      0x843C
   11   60      0x8268
   0   60      0x82F6
   13   59      0x7F14
   19   59      0x757F
   15   58      0x6FF3
   13   58      0x6CBF
   13   57      0x698B
   1e   57      0x5D77
   4   56      0x6136
   b   56      0x69ED
   1f   72      0x5E2E
   16   72      0x478C
   0   71      0x4949
   7   71      0x6107
   0   70      0x629C
   13   70      0x588B
   14   69      0x4B98
   10   69      0x4A4A
   5   68      0x58AC
   8   68      0x6CE3
   1   67      0x7073
   1b   67      0x5797
   12   66      0x5230
 
Initial pcm(0x6540) Step = (66) /cnt=150 / 8C 09 56 C1 23 71 03 34 20 22 4C 06 14 33 00 10 00 23 10 11 FB 03 04 55 11 EF 30 69 00 97 7F 43 32 D9 10 87 50 02 11 20 11 32 07 21 01 04 25 02 56 20 20 13 74 22 62 10 22 37 41 58 00 B6 13 23 11 EE 14 26 31 79 FF 54 77 AE 53 FF BB 43 46 33 8F 23 67 40 23 21 22 77 23 90 86 06 70 79 06 11 D1 15 01 33 00 22 21 33 32 00 66 23 22 02 FF 44 21 B8 33 FF 52 76 44 B8 FF 34 55 23 42 67 44 21 13 40 00 35 24 71 17 00 B2 35 23 52 00 47 20 87 32 00 34 75 25 A8
;ADPCM5   Step  PcmCode
  9   66      0x77EC
   0   65      0x78E7
   16   65      0x6D4A
   15   64      0x6377
   1   64      0x65E5
   c   74      0x7A32
   3   74      0x88F0
   12   73      0x7E68
   13   73      0x7101
   0   72      0x72EB
   4   72      0x8296
   3   71      0x8EC5
   10   71      0x8D30
   12   70      0x8546
   12   70      0x7E15
   2   69      0x8546
   6   69      0x9646
   0   68      0x9794
   14   68      0x8CE1
   11   67      0x8951
   3   67      0x90E1
   3   66      0x9871
   10   66      0x9776
   0   65      0x9871
   0   65      0x9955
   0   64      0x9A39
   3   64      0x9FE6
   2   63      0xA3F4
   10   63      0xA337
   1   62      0xA56E
   1   62      0xA770
   1   61      0xA972
   13   61      0xA52E
   10   60      0xA492
   4   60      0xA990
   10   59      0xA902
   15   59      0xA376
   15   58      0x9DEA
   11   58      0x9C8B
   11   57      0x9B2C
   10   57      0x9AC2
   13   56      0x97D9
   19   56      0x90A6
   16   55      0x8BB9
   0   55      0x8C11
   10   54      0x8BB9
   17   54      0x8708
   19   58      0x8116
   13   58      0x7DE2
   14   57      0x79C2
   12   57      0x77AE
   13   56      0x74C5
   19   56      0x6D92
   1d   68      0x6357
   10   68      0x6227
   1   67      0x65B7
   10   67      0x64A3
   15   66      0x58C0
   12   66      0x53D7
   0   65      0x54D2
   1   65      0x577F
   1   64      0x5A2C
   0   64      0x5AFB
   12   63      0x56ED
   12   63      0x533C
   3   62      0x5867
   7   62      0x6276
   0   61      0x6321
   11   61      0x614D
   2   60      0x6459
   1   60      0x6603
   0   59      0x6691
   5   59      0x6C1D
   2   58      0x6EA2
   12   58      0x6C58
   0   57      0x6CCD
   6   57      0x7236
   5   56      0x76CA
   0   56      0x772B
   2   55      0x7910
   3   55      0x7B78
   1   54      0x7C80
   4   54      0x7F51
   7   53      0x8402
   2   53      0x856D
   12   52      0x8402
   2   52      0x854D
   6   51      0x88AA
   2   51      0x89D6
   2   50      0x8B02
   7   50      0x8E36
   3   49      0x8FB4
   11   49      0x8F20
   4   48      0x90DF
   8   48      0x93E0
